Exchange,Segment,ExchSeg,Token,FullName,Symbol,TradingSymbol,Series,ISIN,LotSize,TickSize,PricePrecision,OptionType,Underlying,UnderlyingToken,StrikePrice,Expiry,FreezeQty,Lower Band,Upper Band,SurCodes,Events,ExchangeID,Multiplier,SettlementType
NSE,CM,NSECM,5186,STYLAM INDUSTRIES LIMITED,STYLAMIND,STYLAMIND-EQ,EQ,INE239C01020,1,0.10,2,,,0,0.00,,29251,2733.50,4100.10,3300;3900;4300,,5186,1,
NSE,CM,NSECM,24851,SUYOG TELEMATICS LIMITED,SUYOG,SUYOG-EQ,EQ,INE442P01014,1,0.05,2,,,0,0.00,,117580,680.40,1020.50,,,24851,1,
NSE,CM,NSECM,5265,ALIVUS LIFE SCIENCES LTD,ALIVUS,ALIVUS-EQ,EQ,INE03Q201024,1,0.10,2,,,0,0.00,,90703,881.00,1321.40,,,5265,1,
NSE,CM,NSECM,14753,031NSETEST,031NSETEST,031NSETEST-EQ,EQ,DUMMYSAN007,1,0.05,2,,,0,0.00,,0,180.00,220.00,,,14753,1,
NSE,CM,NSECM,759978,DSPAMC - MSCIADD,MSCIADD,MSCIADD-EQ,EQ,INF740KA1WV7,1,0.01,2,,,0,0.00,,36945,23.38,35.06,,,759978,1,
NSE,CM,NSECM,11184,IDFC FIRST BANK LIMITED,IDFCFIRSTB,IDFCFIRSTB-EQ,EQ,INE092T01019,1,0.01,2,,,0,0.00,,1231690,72.72,88.86,,,11184,1,
NSE,CM,NSECM,14602,WEBSOL ENERGY SYSTEM LTD,WEBELSOLAR,WEBELSOLAR-EQ,EQ,INE855C01023,1,0.01,2,,,0,0.00,,1002048,94.79,104.75,201,,14602,1,
NSE,CM,NSECM,10457,ARVIND SMARTSPACES LTD,ARVSMART,ARVSMART-EQ,EQ,INE034S01021,1,0.05,2,,,0,0.00,,164248,487.05,730.55,,,10457,1,
NSE,CM,NSECM,6973,DMCC SPECIALITY CHEMICALS,DMCC,DMCC-EQ,EQ,INE505A01010,1,0.05,2,,,0,0.00,,366616,218.20,327.30,,,6973,1,
NSE,CM,NSECM,760328,BANDHANAMC - SILVERBND,SILVERBND,SILVERBND-EQ,EQ,INF194KB1KI9,1,0.01,2,,,0,0.00,,17233,177.36,266.02,,,760328,1,
NSE,CM,NSECM,14304,FIRSTSOURCE SOLU. LTD.,FSL,FSL-EQ,EQ,INE684F01012,1,0.01,2,,,0,0.00,,393798,202.87,304.29,,,14304,1,
NSE,CM,NSECM,761330,ARTEMIS ELECTRICALS & P L,AEPL,AEPL-EQ,EQ,INE757T01025,1,0.01,2,,,0,0.00,,6684358,13.47,16.45,2300,,761330,1,
NSE,CM,NSECM,18743,SIGNATUREGLOBAL INDIA LTD,SIGNATURE,SIGNATURE-EQ,EQ,INE903U01023,1,0.05,2,,,0,0.00,,130111,614.70,922.00,,,18743,1,
NSE,CM,NSECM,14937,CIE AUTOMOTIVE INDIA LTD,CIEINDIA,CIEINDIA-EQ,EQ,INE536H01010,1,0.05,2,,,0,0.00,,241652,331.00,496.50,,,14937,1,
NSE,CM,NSECM,10733,SPORTKING INDIA LIMITED,SPORTKING,SPORTKING-EQ,EQ,INE885H01029,1,0.01,2,,,0,0.00,,467841,171.00,256.48,3300;3500;4100,,10733,1,
NSE,CM,NSECM,19113,UPDATER SERVICES LIMITED,UDS,UDS-EQ,EQ,INE851I01011,1,0.01,2,,,0,0.00,,496992,160.96,241.42,,,19113,1,
NSE,CM,NSECM,19289,MOTILAL OSWAL M50 ETF,MOM50,MOM50-EQ,EQ,INF247L01536,1,0.01,2,,,0,0.00,,98906,199.74,299.60,,,19289,1,
NSE,CM,NSECM,11351,PETRONET LNG LIMITED,PETRONET,PETRONET-EQ,EQ,INE347G01014,1,0.05,2,,,0,0.00,,362999,247.25,302.15,,,11351,1,
NSE,CM,NSECM,17859,REDTAPE LIMITED,REDTAPE,REDTAPE-EQ,EQ,INE0LXT01019,1,0.01,2,,,0,0.00,,788302,101.42,152.12,,Final Dividend - Rs. - 2.0000;31 Jul 2026,17859,1,
NSE,CM,NSECM,104,SHARE IND. SECURITIES LTD,SHAREINDIA,SHAREINDIA-EQ,EQ,INE932X01026,1,0.01,2,,,0,0.00,,521979,153.26,229.88,1201,Interim Dividend - Rs. - 0.5000;30 Jul 2026,104,1,
NSE,CM,NSECM,15404,ATAM VALVES LIMITED,ATAM,ATAM-EQ,EQ,INE09KD01013,1,0.01,2,,,0,0.00,,374839,52.71,79.05,2300,,15404,1,
NSE,CM,NSECM,16045,PRINCE PIPES FITTINGS LTD,PRINCEPIPE,PRINCEPIPE-EQ,EQ,INE689W01016,1,0.05,2,,,0,0.00,,382761,209.00,313.40,,,16045,1,
NSE,CM,NSECM,8080,NIPPONAMC - NETFSILVER,SILVERBEES,SILVERBEES-EQ,EQ,INF204KC1402,1,0.01,2,,,0,0.00,,472652,169.08,253.60,,,8080,1,
NSE,CM,NSECM,758968,ANLON HEALTHCARE LIMITED,AHCL,AHCL-EQ,EQ,INE0Y8W01025,1,0.01,2,,,0,0.00,,6662008,12.01,18.01,,,758968,1,
NSE,CM,NSECM,15555,HEALTHCARE GLOB. ENT. LTD,HCG,HCG-EQ,EQ,INE075I01017,1,0.05,2,,,0,0.00,,149898,533.25,799.85,2100,,15555,1,
NSE,CM,NSECM,6848,GREENLAM INDUSTRIES LTD.,GREENLAM,GREENLAM-EQ,EQ,INE544R01021,1,0.05,2,,,0,0.00,,390374,204.80,307.20,2100,,6848,1,
NSE,CM,NSECM,16696,GHCL TEXTILES LIMITED,GHCLTEXTIL,GHCLTEXTIL-EQ,EQ,INE0PA801013,1,0.01,2,,,0,0.00,,863329,92.66,138.98,,,16696,1,
NSE,CM,NSECM,14019,VEEDOL CORPORATION LTD,VEEDOL,VEEDOL-EQ,EQ,INE484C01030,1,0.10,2,,,0,0.00,,71472,1119.10,1678.50,,,14019,1,
NSE,CM,NSECM,18944,KINGFA SCI & TEC IND LTD.,KINGFA,KINGFA-EQ,EQ,INE473D01015,1,0.50,2,,,0,0.00,,19174,4170.00,6254.00,,,18944,1,
NSE,CM,NSECM,759610,CHOICEAMC - CHOICEGOLD,CHOICEGOLD,CHOICEGOLD-EQ,EQ,INF2KCX01012,1,0.01,2,,,0,0.00,,116077,114.05,171.07,,,759610,1,
NSE,CM,NSECM,25897,MINDA CORPORATION LTD,MINDACORP,MINDACORP-EQ,EQ,INE842C01021,1,0.05,2,,,0,0.00,,147750,541.20,811.70,2100,Final Dividend - Rs. - 0.8000;14 Aug 2026,25897,1,
NSE,CM,NSECM,14924,LORENZINI APPARELS LTD,LAL,LAL-EQ,EQ,INE740X01023,1,0.01,2,,,0,0.00,,5648484,6.71,10.05,2300,,14924,1,
NSE,CM,NSECM,2294,MAHANAGAR TELEPHONE NIGAM,MTNL,MTNL-EQ,EQ,INE153A01019,1,0.01,2,,,0,0.00,,3688648,21.69,32.53,1500;2200,,2294,1,
NSE,CM,NSECM,17603,MAHINDRA EPC IRRIG LTD,MAHEPC,MAHEPC-EQ,EQ,INE215D01010,1,0.01,2,,,0,0.00,,913988,84.31,126.45,,,17603,1,
NSE,CM,NSECM,758595,MIRAEAMC - INTERNET,INTERNET,INTERNET-EQ,EQ,INF769K01PB6,1,0.01,2,,,0,0.00,,787858,10.49,15.73,,,758595,1,
NSE,CM,NSECM,7254,MEDPLUS HEALTH SERV LTD,MEDPLUS,MEDPLUS-EQ,EQ,INE804L01022,1,0.05,2,,,0,0.00,,138757,576.45,864.65,,,7254,1,
NSE,CM,NSECM,18102,KOTAK NIFTY ETF,NIFTY1,NIFTY1-EQ,EQ,INF174K014P6,1,0.01,2,,,0,0.00,,377814,211.71,317.55,,,18102,1,
NSE,CM,NSECM,4204,SAMVRDHNA MTHRSN INTL LTD,MOTHERSON,MOTHERSON-EQ,EQ,INE775A01035,1,0.01,2,,,0,0.00,,686037,131.00,160.10,,,4204,1,
NSE,CM,NSECM,8614,INDO BORAX & CHEMICAL LTD,INDOBORAX,INDOBORAX-EQ,EQ,INE803D01021,1,0.05,2,,,0,0.00,,240321,332.90,499.30,1001,Final Dividend - Rs. - 10.0000;21 Jul 2026,8614,1,
NSE,CM,NSECM,7672,IMAGICAAWORLD ENT LTD,IMAGICAA,IMAGICAA-EQ,EQ,INE172N01012,1,0.01,2,,,0,0.00,,2142916,37.33,55.99,2100,,7672,1,
NSE,CM,NSECM,19633,MIRAEAMC - ITETF,ITETF,ITETF-EQ,EQ,INF769K01KV5,1,0.01,2,,,0,0.00,,1149232,24.20,36.28,,,19633,1,
NSE,CM,NSECM,24937,MAHALAXMI FABRIC MILLS LT,MFML,MFML-EQ,EQ,INE0US801024,1,0.01,2,,,0,0.00,,347281,15.00,22.50,2200;2300,,24937,1,
NSE,CM,NSECM,381,SINTERCOM INDIA LIMITED,SINTERCOM,SINTERCOM-EQ,EQ,INE129Z01016,1,0.01,2,,,0,0.00,,900158,65.64,98.44,2100;2300,,381,1,
NSE,CM,NSECM,15362,V-GUARD IND LTD.,VGUARD,VGUARD-EQ,EQ,INE951I01027,1,0.05,2,,,0,0.00,,343832,232.65,348.95,,Final Dividend - Rs. - 1.5000;31 Jul 2026,15362,1,
NSE,CM,NSECM,5751,SANSERA ENGINEERING LTD,SANSERA,SANSERA-EQ,EQ,INE953O01021,1,0.10,2,,,0,0.00,,31352,2547.80,3821.60,2100;3500;3600;4100,,5751,1,
NSE,CM,NSECM,21119,KALYANI INVEST CO LTD,KICL,KICL-EQ,EQ,INE029L01018,1,0.50,2,,,0,0.00,,18870,4238.50,6357.50,2100,,21119,1,
NSE,CM,NSECM,13517,EMAMI LIMITED,EMAMILTD,EMAMILTD-EQ,EQ,INE548C01032,1,0.05,2,,,0,0.00,,244875,326.35,489.45,,,13517,1,
NSE,CM,NSECM,30089,ORIENT CEMENT LTD.,ORIENTCEM,ORIENTCEM-EQ,EQ,INE876N01018,1,0.01,2,,,0,0.00,,747256,107.04,160.56,,,30089,1,
NSE,CM,NSECM,14677,GUJ. APOLLO IND. LTD.,GUJAPOLLO,GUJAPOLLO-EQ,EQ,INE826C01016,1,0.05,2,,,0,0.00,,274457,291.50,437.20,2100;2300,,14677,1,
NSE,CM,NSECM,347,BANARAS BEADS LTD,BANARBEADS,BANARBEADS-EQ,EQ,INE655B01011,1,0.01,2,,,0,0.00,,215737,97.56,146.34,2300,,347,1,
NSE,CM,NSECM,14485,THEMIS MEDICARE LTD.,THEMISMED,THEMISMED-EQ,EQ,INE083B01024,1,0.01,2,,,0,0.00,,910224,87.89,131.83,1001;2200,,14485,1,
NSE,CM,NSECM,3857,VARROC ENGINEERING LTD.,VARROC,VARROC-EQ,EQ,INE665L01035,1,0.05,2,,,0,0.00,,155535,514.20,771.30,,Final Dividend - Rs. - 1.5000;07 Aug 2026,3857,1,
NSE,CM,NSECM,25,ADANI ENTERPRISES LIMITED,ADANIENT,ADANIENT-EQ,EQ,INE423A01024,1,0.10,2,,,0,0.00,,32521,2723.80,3329.00,,,25,1,
NSE,CM,NSECM,751607,QMS MEDICAL ALLIED S LTD,QMSMEDI,QMSMEDI-EQ,EQ,INE0FMW01018,1,0.01,2,,,0,0.00,,632333,88.48,132.72,2300,,751607,1,
NSE,CM,NSECM,1315,GALAXY SURFACTANTS LTD,GALAXYSURF,GALAXYSURF-EQ,EQ,INE600K01018,1,0.10,2,,,0,0.00,,51408,1556.00,2334.00,,Final Dividend - Rs. - 22.0000;31 Jul 2026,1315,1,
NSE,CM,NSECM,9558,AKSHAR SPINTEX LIMITED,AKSHAR,AKSHAR-EQ,EQ,INE256Z01025,1,0.01,2,,,0,0.00,,25750218,0.34,0.50,2200,,9558,1,
NSE,CM,NSECM,759867,CAPILLARY TECHNO INDIA L,CAPILLARY,CAPILLARY-EQ,EQ,INE0ILV01024,1,0.05,2,,,0,0.00,,209963,381.00,571.50,2100,,759867,1,
NSE,CM,NSECM,1162,GTL LTD,GTL,GTL-EQ,EQ,INE043A01012,1,0.01,2,,,0,0.00,,5143603,6.46,7.88,,,1162,1,
NSE,CM,NSECM,760188,SHREE RAM TWISTEX LIMITED,SRTL,SRTL-EQ,EQ,INE19GK01015,1,0.01,2,,,0,0.00,,1307181,32.23,48.33,,,760188,1,
NSE,CM,NSECM,13337,GALLANTT ISPAT LIMITED,GALLANTT,GALLANTT-EQ,EQ,INE297H01019,1,0.05,2,,,0,0.00,,191817,495.15,547.25,3900,,13337,1,
NSE,CM,NSECM,760986,MIRAEAMC - HEALTHCARE,HEALTHCARE,HEALTHCARE-EQ,EQ,INF769K01QA6,1,0.01,2,,,0,0.00,,211446,16.84,25.24,,,760986,1,
NSE,CM,NSECM,21750,ZERODHAAMC - LIQUIDCASE,LIQUIDCASE,LIQUIDCASE-EQ,EQ,INF0R8F01034,1,0.01,2,,,0,0.00,,868324,109.38,120.88,,,21750,1,
NSE,CM,NSECM,2421,NILKAMAL LIMITED,NILKAMAL,NILKAMAL-EQ,EQ,INE310A01015,1,0.10,2,,,0,0.00,,59659,1340.90,2011.30,2900;3200,,2421,1,
NSE,CM,NSECM,14518,BIRLASLAMC - ABSLLIQUID,ABSLLIQUID,ABSLLIQUID-EQ,EQ,INF209KB18T9,1,0.01,2,,,0,0.00,,13025,950.00,1050.00,,,14518,1,
NSE,CM,NSECM,18889,KALYANI STEELS LIMITED,KSL,KSL-EQ,EQ,INE907A01026,1,0.05,2,,,0,0.00,,111969,714.40,1071.50,,Dividend - Rs. - 10.0000;31 Jul 2026,18889,1,
NSE,CM,NSECM,759605,LENSKART SOLUTIONS LTD,LENSKART,LENSKART-EQ,EQ,INE956O01016,1,0.05,2,,,0,0.00,,179087,444.75,667.05,2100,,759605,1,
NSE,CM,NSECM,5650,SHANTI OVERSEAS INDIA LTD,SHANTI,SHANTI-EQ,EQ,INE933X01016,1,0.01,2,,,0,0.00,,363165,5.66,8.48,100;2200;2300,,5650,1,
NSE,CM,NSECM,20531,BAJEL PROJECTS LIMITED,BAJEL,BAJEL-EQ,EQ,INE0KQN01018,1,0.01,2,,,0,0.00,,558930,143.12,214.68,2100,Final Dividend - Rs. - 0.6000;31 Jul 2026,20531,1,
NSE,CM,NSECM,13430,KELLTON TECH SOL LTD,KELLTONTEC,KELLTONTEC-EQ,EQ,INE164B01030,1,0.01,2,,,0,0.00,,7096860,11.28,16.90,4300,,13430,1,
NSE,CM,NSECM,3724,VST INDUSTRIES LTD,VSTIND,VSTIND-EQ,EQ,INE710A01016,1,0.05,2,,,0,0.00,,434673,184.05,276.05,,,3724,1,
NSE,CM,NSECM,14772,101NSETEST,101NSETEST,101NSETEST-EQ,EQ,DUMMYSAN014,1,0.05,2,,,0,0.00,,0,180.00,220.00,,,14772,1,
NSE,CM,NSECM,100,AMARA RAJA ENERGY MOB LTD,ARE&M,ARE&M-EQ,EQ,INE885A01032,1,0.05,2,,,0,0.00,,115121,694.20,1041.20,,Final Dividend - Rs. - 5.2000;27 Jul 2026,100,1,
NSE,CM,NSECM,154,APCOTEX INDUSTRIES LIMITE,APCOTEXIND,APCOTEXIND-EQ,EQ,INE116A01032,1,0.05,2,,,0,0.00,,178190,448.85,673.25,,,154,1,
NSE,CM,NSECM,21238,AU SMALL FINANCE BANK LTD,AUBANK,AUBANK-EQ,EQ,INE949L01017,1,0.10,2,,,0,0.00,,99581,903.60,1104.40,,,21238,1,
NSE,CM,NSECM,4963,ICICI BANK LTD.,ICICIBANK,ICICIBANK-EQ,EQ,INE090A01021,1,0.10,2,,,0,0.00,,64560,1289.70,1576.10,,Dividend - Rs. - 12.0000;03 Aug 2026,4963,1,
NSE,CM,NSECM,2951,S&S POWER SWITCHGEARS LTD,S&SPOWER,S&SPOWER-EQ,EQ,INE902B01017,1,0.05,2,,,0,0.00,,287927,329.95,364.65,2300,,2951,1,
NSE,CM,NSECM,24966,SURAJ LIMITED,SURAJLTD,SURAJLTD-EQ,EQ,INE713C01016,1,0.01,2,,,0,0.00,,451866,177.04,265.56,2300,,24966,1,
NSE,CM,NSECM,21957,IND TERRAIN FASHIONS LTD,INDTERRAIN,INDTERRAIN-EQ,EQ,INE611L01021,1,0.01,2,,,0,0.00,,1656821,23.41,35.11,2200;2300,,21957,1,
NSE,CM,NSECM,6489,IRIS REGTECH SOLUTION LTD,IRIS,IRIS-EQ,EQ,INE864K01010,1,0.05,2,,,0,0.00,,408978,195.60,293.40,,,6489,1,
NSE,CM,NSECM,10473,POWER MECH PROJECTS LTD.,POWERMECH,POWERMECH-EQ,EQ,INE211R01019,1,0.10,2,,,0,0.00,,38539,2074.90,3112.30,,,10473,1,
NSE,CM,NSECM,48,HAPPIEST MINDS TECHNO LTD,HAPPSTMNDS,HAPPSTMNDS-EQ,EQ,INE419U01012,1,0.05,2,,,0,0.00,,268307,298.05,447.05,,,48,1,
NSE,CM,NSECM,16639,KIRI INDUSTRIES LIMITED,KIRIINDUS,KIRIINDUS-EQ,EQ,INE415I01015,1,0.05,2,,,0,0.00,,246529,324.45,486.65,,,16639,1,
NSE,CM,NSECM,762904,SHARAT INDUSTRIES LTD.,SHINDL,SHINDL-EQ,EQ,INE220Z01013,1,0.01,2,,,0,0.00,,632410,126.50,189.74,2300,,762904,1,
NSE,CM,NSECM,383,BHARAT ELECTRONICS LTD,BEL,BEL-EQ,EQ,INE263A01024,1,0.05,2,,,0,0.00,,241221,364.50,445.50,,,383,1,
NSE,CM,NSECM,2397,SANDHAR TECHNOLOGIES LTD,SANDHAR,SANDHAR-EQ,EQ,INE278H01035,1,0.05,2,,,0,0.00,,168352,475.20,712.70,,,2397,1,
NSE,CM,NSECM,762553,ASIAN STAR CO. LTD.,ASTAR,ASTAR-EQ,EQ,INE194D01017,1,0.05,2,,,0,0.00,,164869,485.20,727.80,2300,,762553,1,
NSE,CM,NSECM,14116,GANDHI SPL. TUBES LTD,GANDHITUBE,GANDHITUBE-EQ,EQ,INE524B01027,1,0.05,2,,,0,0.00,,115199,694.40,1041.60,,Final Dividend - Rs. - 15.0000;05 Aug 2026,14116,1,
NSE,CM,NSECM,11983,SASKEN TECHNOLOGIES LTD,SASKEN,SASKEN-EQ,EQ,INE231F01020,1,0.10,2,,,0,0.00,,54913,1730.00,1912.00,201,Final Dividend - Rs. - 13.0000;24 Jul 2026,11983,1,
NSE,CM,NSECM,714,SHALBY LIMITED,SHALBY,SHALBY-EQ,EQ,INE597J01018,1,0.01,2,,,0,0.00,,613062,130.48,195.72,2100,,714,1,
NSE,CM,NSECM,20092,TASTY BITE EATABLES LTD,TASTYBITE,TASTYBITE-EQ,EQ,INE488B01017,1,0.50,2,,,0,0.00,,11109,7199.50,10798.50,2100,Final Dividend - Rs. - 10.0000;06 Aug 2026,20092,1,
NSE,CM,NSECM,759769,ADVENT HOTELS INTERNATI L,ADVENTHTL,ADVENTHTL-EQ,EQ,INE28GN01010,1,0.01,2,,,0,0.00,,702659,113.85,170.77,4300,,759769,1,
NSE,CM,NSECM,13771,VARVEE GLOBAL LIMITED,VGL,VGL-EQ,EQ,INE273D01027,1,0.01,2,,,0,0.00,,1633973,48.96,73.44,,,13771,1,
NSE,CM,NSECM,12913,SARVESHWAR FOODS LIMITED,SARVESHWAR,SARVESHWAR-EQ,EQ,INE324X01026,1,0.01,2,,,0,0.00,,28985096,3.11,3.79,4200;4300,,12913,1,
NSE,CM,NSECM,12015,AEROFLEX ENTERPRISES LTD,AEROENTER,AEROENTER-EQ,EQ,INE065D01027,1,0.01,2,,,0,0.00,,785487,101.84,152.76,201,,12015,1,
NSE,CM,NSECM,17572,MIRAEAMC - LIQUID,LIQUID,LIQUID-EQ,EQ,INF769K01KS1,1,0.01,2,,,0,0.00,,99996,950.00,1050.00,,,17572,1,
NSE,CM,NSECM,10599,GUJARAT ENERGY LIMITED,GUJENERGY,GUJENERGY-EQ,EQ,INE844O01030,1,0.05,2,,,0,0.00,,375961,212.40,318.50,,,10599,1,
NSE,CM,NSECM,23806,BIRLASLAMC-ABSLPSE,ABSLPSE,ABSLPSE-EQ,EQ,INF209KB19Z4,1,0.01,2,,,0,0.00,,654032,8.28,12.42,,,23806,1,
NSE,CM,NSECM,7603,CMS INFO SYSTEMS LIMITED,CMSINFO,CMSINFO-EQ,EQ,INE925R01014,1,0.05,2,,,0,0.00,,365000,219.15,328.65,,,7603,1,
NSE,CM,NSECM,11809,IIFL FINANCE LIMITED,IIFL,IIFL-EQ,EQ,INE530B01024,1,0.05,2,,,0,0.00,,179486,445.25,667.85,,,11809,1,
NSE,CM,NSECM,762432,OM POWER TRANSMISSION LTD,OMPOWER,OMPOWER-EQ,EQ,INE25E901019,1,0.01,2,,,0,0.00,,590999,135.36,203.04,,,762432,1,
NSE,CM,NSECM,3292,DEEP INDUSTRIES LIMITED,DEEPINDS,DEEPINDS-EQ,EQ,INE0FHS01024,1,0.05,2,,,0,0.00,,208446,383.70,575.50,,,3292,1,
NSE,CM,NSECM,25468,PAISALO DIGITAL LIMITED,PAISALO,PAISALO-EQ,EQ,INE420C01059,1,0.01,2,,,0,0.00,,1424310,56.14,84.20,3300;3500;3900,,25468,1,
NSE,CM,NSECM,10939,NIP IND ETF JUNIOR BEES,JUNIORBEES,JUNIORBEES-EQ,EQ,INF732E01045,1,0.01,2,,,0,0.00,,128851,620.47,930.69,,,10939,1,
NSE,CM,NSECM,757955,PASHUPATI COTSPIN LIMITED,PASHUPATI,PASHUPATI-EQ,EQ,INE124Y01028,1,0.01,2,,,0,0.00,,1148127,69.68,104.50,2100;2300,,757955,1,
NSE,CM,NSECM,25597,MANBA FINANCE LIMITED,MANBA,MANBA-EQ,EQ,INE939X01013,1,0.01,2,,,0,0.00,,723496,110.57,165.85,,,25597,1,
NSE,CM,NSECM,11626,WELSPUN ENTERPRISES LTD.,WELENT,WELENT-EQ,EQ,INE625G01013,1,0.05,2,,,0,0.00,,166926,479.05,718.55,,,11626,1,
NSE,CM,NSECM,761506,HSBCAMC - HSBCGOLD,HSBCGOLD,HSBCGOLD-EQ,EQ,INF336L01RX2,1,0.01,2,,,0,0.00,,800052,100.00,149.98,,,761506,1,
NSE,CM,NSECM,20372,FLAIR WRITING INDUST LTD,FLAIR,FLAIR-EQ,EQ,INE00Y201027,1,0.05,2,,,0,0.00,,395969,227.25,277.75,,,20372,1,
NSE,CM,NSECM,18226,MAN INFRA LTD,MANINFRA,MANINFRA-EQ,EQ,INE949H01023,1,0.01,2,,,0,0.00,,1034192,77.35,116.01,,,18226,1,
NSE,CM,NSECM,17181,MIRAEAMC - MANXT50,NEXT50,NEXT50-EQ,EQ,INF769K01FN2,1,0.01,2,,,0,0.00,,135043,592.39,888.57,,,17181,1,
NSE,CM,NSECM,16996,TEAMO PRODUCTIONS HQ LTD,TPHQ,TPHQ-EQ,EQ,INE065J01024,1,0.01,2,,,0,0.00,,35846379,0.32,0.48,2100,,16996,1,
NSE,CM,NSECM,19578,THE UGAR SUGAR WORKS LTD,UGARSUGAR,UGARSUGAR-EQ,EQ,INE071E01023,1,0.01,2,,,0,0.00,,2517523,31.78,47.66,,Final Dividend - Rs. - 0.1000;29 Jul 2026,19578,1,
NSE,CM,NSECM,7413,MAN COAT METAL & IND LTD,MANAKCOAT,MANAKCOAT-EQ,EQ,INE830Q01018,1,0.01,2,,,0,0.00,,793436,100.82,151.22,,Final Dividend - Rs. - 0.0500;27 Aug 2026,7413,1,
NSE,CM,NSECM,342,COMPUTER AGE MNGT SER LTD,CAMS,CAMS-EQ,EQ,INE596I01020,1,0.05,2,,,0,0.00,,131182,685.35,837.55,,Interim Dividend;12 Aug 2026,342,1,
NSE,CM,NSECM,2431,RAILTEL CORP OF IND LTD,RAILTEL,RAILTEL-EQ,EQ,INE0DD101019,1,0.05,2,,,0,0.00,,351105,227.80,341.70,,,2431,1,
NSE,CM,NSECM,11821,WELSPUN CORP LIMITED,WELCORP,WELCORP-EQ,EQ,INE191B01025,1,0.10,2,,,0,0.00,,62517,1277.60,1916.20,3500;4100,,11821,1,
NSE,CM,NSECM,1808,KAJARIA CERAMICS LTD,KAJARIACER,KAJARIACER-EQ,EQ,INE217B01036,1,0.10,2,,,0,0.00,,82183,972.00,1457.80,,,1808,1,
NSE,CM,NSECM,324,ANGEL ONE LIMITED,ANGELONE,ANGELONE-EQ,EQ,INE732I01021,1,0.05,2,,,0,0.00,,324238,277.20,338.70,,Interim Dividend - Rs. - 1.0000;21 Jul 2026,324,1,
NSE,CM,NSECM,13270,JK CEMENT LIMITED,JKCEMENT,JKCEMENT-EQ,EQ,INE823G01014,1,0.50,2,,,0,0.00,,17693,4519.50,6778.50,,,13270,1,
NSE,CM,NSECM,3761,RITES LIMITED,RITES,RITES-EQ,EQ,INE320J01015,1,0.01,2,,,0,0.00,,467626,170.96,256.44,,,3761,1,
NSE,CM,NSECM,14329,SMS PHARMACEUTICALS LTD.,SMSPHARMA,SMSPHARMA-EQ,EQ,INE812G01025,1,0.05,2,,,0,0.00,,262318,304.90,457.30,,,14329,1,
NSE,CM,NSECM,11435,SPANDANA SPHOORTY FIN LTD,SPANDANA,SPANDANA-EQ,EQ,INE572J01011,1,0.05,2,,,0,0.00,,382337,209.20,313.80,2200,,11435,1,
NSE,CM,NSECM,18039,ADVANCED ENZYME TECH LTD,ADVENZYMES,ADVENZYMES-EQ,EQ,INE837H01020,1,0.05,2,,,0,0.00,,315099,253.90,380.80,,Dividend - Rs. - 1.3500;24 Jul 2026,18039,1,
NSE,CM,NSECM,13192,ENTERTAIN NET. IND. LTD.,ENIL,ENIL-EQ,EQ,INE265F01028,1,0.01,2,,,0,0.00,,946685,84.51,126.75,2200;2300,,13192,1,
NSE,CM,NSECM,22595,HDFCAMC HDFCPSUBK,HDFCPSUBK,HDFCPSUBK-EQ,EQ,INF179KC1HW4,1,0.01,2,,,0,0.00,,305495,67.20,100.80,,,22595,1,
NSE,CM,NSECM,896,KHAITAN CHEM & FERT LTD,KHAICHEM,KHAICHEM-EQ,EQ,INE745B01028,1,0.01,2,,,0,0.00,,2085460,38.36,57.54,4200;4300,,896,1,
NSE,CM,NSECM,22722,LICNAMC - LICNMID100,LICNMID100,LICNMID100-EQ,EQ,INF767K01RN1,1,0.01,2,,,0,0.00,,1611338,49.65,74.47,,,22722,1,
NSE,CM,NSECM,3579,UNICHEM LABORATORIES LTD,UNICHEMLAB,UNICHEMLAB-EQ,EQ,INE351A01035,1,0.05,2,,,0,0.00,,186081,483.65,591.05,3900;4100,,3579,1,
NSE,CM,NSECM,762573,BEEKAY STEEL INDS. LTD.,BEEKAY,BEEKAY-EQ,EQ,INE213D01015,1,0.05,2,,,0,0.00,,249747,320.35,480.45,2300,,762573,1,
NSE,CM,NSECM,29731,GUJARAT THEMIS BIOSYN LTD,GUJTHEM,GUJTHEM-EQ,EQ,INE942C01045,1,0.05,2,,,0,0.00,,277315,288.40,432.60,2100,,29731,1,
NSE,CM,NSECM,9480,LIFE INSURA CORP OF INDIA,LICI,LICI-EQ,EQ,INE0J1Y01017,1,0.05,2,,,0,0.00,,227698,379.20,463.40,,,9480,1,
NSE,CM,NSECM,19292,TERA SOFTWARE LIMITED,TERASOFT,TERASOFT-EQ,EQ,INE482B01010,1,0.05,2,,,0,0.00,,253990,374.05,413.35,,,19292,1,
NSE,CM,NSECM,760325,BANDHANAMC - GOLDBND,GOLDBND,GOLDBND-EQ,EQ,INF194KB1KJ7,1,0.01,2,,,0,0.00,,23245,114.78,172.16,,,760325,1,
NSE,CM,NSECM,10276,KAYA LIMITED,KAYA,KAYA-EQ,EQ,INE587G01015,1,0.01,2,,,0,0.00,,353809,226.11,339.15,1500;2200,,10276,1,
NSE,CM,NSECM,21091,STAR CEMENT LIMITED,STARCEMENT,STARCEMENT-EQ,EQ,INE460H01021,1,0.01,2,,,0,0.00,,487902,163.91,245.85,,,21091,1,
